timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-28T10:12:00,experiment_41,ad035c62-ed3c-4a2e-80fe-108ab9d99771,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,9.093983922153711,3.4276631109533105e-05,3.769154575480648e-06,70.0,102.26643777580776,282.94398021698,0.0001766639090298,0.0002488243657197,0.0007140273871365,0.001139515661886,Norway,NOR,trøndelag,,,Linux-6.8.0-53-generic-x86_64-with-glibc2.39,3.12.3,2.8.3,56,Intel(R) Xeon(R) Gold 6132 CPU @ 2.60GHz,2,2 x Tesla V100-PCIE-32GB,10.4037,63.4306,754.5172805786133,machine,N,1.0
2025-03-28T10:12:04,experiment_41,ad035c62-ed3c-4a2e-80fe-108ab9d99771,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.3732652198523283,4.8628365070847815e-05,1.4415814322769624e-05,70.0,101.73347600846516,282.94398021698,0.0002420857814088,0.0003961355946699,0.0009784131010104,0.0016166344770893,Norway,NOR,trøndelag,,,Linux-6.8.0-53-generic-x86_64-with-glibc2.39,3.12.3,2.8.3,56,Intel(R) Xeon(R) Gold 6132 CPU @ 2.60GHz,2,2 x Tesla V100-PCIE-32GB,10.4037,63.4306,754.5172805786133,machine,N,1.0
2025-03-28T10:12:06,experiment_41,ad035c62-ed3c-4a2e-80fe-108ab9d99771,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.72054786933586,6.014551654771424e-05,2.210786923679345e-05,70.0,100.30772418333876,282.94398021698,0.0002947926885732,0.0005133323551049,0.0011913934585728,0.0019995185022511,Norway,NOR,trøndelag,,,Linux-6.8.0-53-generic-x86_64-with-glibc2.39,3.12.3,2.8.3,56,Intel(R) Xeon(R) Gold 6132 CPU @ 2.60GHz,2,2 x Tesla V100-PCIE-32GB,10.4037,63.4306,754.5172805786133,machine,N,1.0
2025-03-28T10:12:09,experiment_41,ad035c62-ed3c-4a2e-80fe-108ab9d99771,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.6742514921352267,7.189192163656448e-05,2.6883007020092623e-05,70.0,212.34084167487669,282.94398021698,0.0003464965608074,0.0006432066256749,0.0014003208040948,0.0023900239905772,Norway,NOR,trøndelag,,,Linux-6.8.0-53-generic-x86_64-with-glibc2.39,3.12.3,2.8.3,56,Intel(R) Xeon(R) Gold 6132 CPU @ 2.60GHz,2,2 x Tesla V100-PCIE-32GB,10.4037,63.4306,754.5172805786133,machine,N,1.0
2025-03-28T10:12:13,experiment_41,ad035c62-ed3c-4a2e-80fe-108ab9d99771,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.5721926339901984,8.800242102896815e-05,2.4635407450204605e-05,70.0,0.0,282.94398021698,0.0004158352402582,0.0008292389967223,0.0016805381642483,0.0029256124012289,Norway,NOR,trøndelag,,,Linux-6.8.0-53-generic-x86_64-with-glibc2.39,3.12.3,2.8.3,56,Intel(R) Xeon(R) Gold 6132 CPU @ 2.60GHz,2,2 x Tesla V100-PCIE-32GB,10.4037,63.4306,754.5172805786133,machine,N,1.0
2025-03-28T10:12:17,experiment_41,ad035c62-ed3c-4a2e-80fe-108ab9d99771,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.359653505962342,0.0001073773141502,2.4629781702459613e-05,70.0,142.28738784532504,282.94398021698,0.0005003902160885,0.0010470716709889,0.0020222626524907,0.0035697245395683,Norway,NOR,trøndelag,,,Linux-6.8.0-53-generic-x86_64-with-glibc2.39,3.12.3,2.8.3,56,Intel(R) Xeon(R) Gold 6132 CPU @ 2.60GHz,2,2 x Tesla V100-PCIE-32GB,10.4037,63.4306,754.5172805786133,machine,N,1.0
2025-03-28T10:12:21,experiment_41,ad035c62-ed3c-4a2e-80fe-108ab9d99771,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.200172036886215,0.000126017300713,3.000289026409128e-05,70.0,0.0,282.94398021698,0.0005819457413344,0.001255596837808,0.0023518623647738,0.0041894049439162,Norway,NOR,trøndelag,,,Linux-6.8.0-53-generic-x86_64-with-glibc2.39,3.12.3,2.8.3,56,Intel(R) Xeon(R) Gold 6132 CPU @ 2.60GHz,2,2 x Tesla V100-PCIE-32GB,10.4037,63.4306,754.5172805786133,machine,N,1.0
2025-03-28T10:12:26,experiment_41,ad035c62-ed3c-4a2e-80fe-108ab9d99771,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.7380932020023465,0.0001471285404115,3.105226810425696e-05,70.0,163.91216082419697,282.94398021698,0.0006738691302934,0.0014940020285365,0.0027233702112342,0.0048912413700643,Norway,NOR,trøndelag,,,Linux-6.8.0-53-generic-x86_64-with-glibc2.39,3.12.3,2.8.3,56,Intel(R) Xeon(R) Gold 6132 CPU @ 2.60GHz,2,2 x Tesla V100-PCIE-32GB,10.4037,63.4306,754.5172805786133,machine,N,1.0
2025-03-28T10:12:30,experiment_41,ad035c62-ed3c-4a2e-80fe-108ab9d99771,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.203927358146757,0.0001658666434393,3.945516401892621e-05,70.0,96.0191945319556,282.94398021698,0.0007554566269404,0.001705629142279,0.0030530978557583,0.0055141836249777,Norway,NOR,trøndelag,,,Linux-6.8.0-53-generic-x86_64-with-glibc2.39,3.12.3,2.8.3,56,Intel(R) Xeon(R) Gold 6132 CPU @ 2.60GHz,2,2 x Tesla V100-PCIE-32GB,10.4037,63.4306,754.5172805786133,machine,N,1.0
2025-03-28T10:12:35,experiment_41,ad035c62-ed3c-4a2e-80fe-108ab9d99771,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5.174962632823736,0.0001893136555975,3.658261306019737e-05,70.0,383.87877756834166,282.94398021698,0.0008558463350261,0.0019789988054128,0.0034588269206504,0.0062936720610894,Norway,NOR,trøndelag,,,Linux-6.8.0-53-generic-x86_64-with-glibc2.39,3.12.3,2.8.3,56,Intel(R) Xeon(R) Gold 6132 CPU @ 2.60GHz,2,2 x Tesla V100-PCIE-32GB,10.4037,63.4306,754.5172805786133,machine,N,1.0
2025-03-28T10:12:40,experiment_41,ad035c62-ed3c-4a2e-80fe-108ab9d99771,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.603457235265523,0.0002098889925414,4.559377481201278e-05,70.0,97.3989598528871,282.94398021698,0.0009451994486515,0.0022125667700336,0.0038199263525058,0.006977692571191,Norway,NOR,trøndelag,,,Linux-6.8.0-53-generic-x86_64-with-glibc2.39,3.12.3,2.8.3,56,Intel(R) Xeon(R) Gold 6132 CPU @ 2.60GHz,2,2 x Tesla V100-PCIE-32GB,10.4037,63.4306,754.5172805786133,machine,N,1.0
2025-03-28T10:12:45,experiment_41,ad035c62-ed3c-4a2e-80fe-108ab9d99771,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.501434340141714,0.0002304067459782,5.118518422530041e-05,70.0,0.0,282.94398021698,0.0010325645425214,0.002454224185584,0.0041730100078734,0.0076597987359789,Norway,NOR,trøndelag,,,Linux-6.8.0-53-generic-x86_64-with-glibc2.39,3.12.3,2.8.3,56,Intel(R) Xeon(R) Gold 6132 CPU @ 2.60GHz,2,2 x Tesla V100-PCIE-32GB,10.4037,63.4306,754.5172805786133,machine,N,1.0
2025-03-28T10:12:51,experiment_41,ad035c62-ed3c-4a2e-80fe-108ab9d99771,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5.9661937351338565,0.0002576955202452,4.319261688197768e-05,70.0,147.71056000735894,282.94398021698,0.0011484179059172,0.0027773572218592,0.004641230199527,0.0085670053273035,Norway,NOR,trøndelag,,,Linux-6.8.0-53-generic-x86_64-with-glibc2.39,3.12.3,2.8.3,56,Intel(R) Xeon(R) Gold 6132 CPU @ 2.60GHz,2,2 x Tesla V100-PCIE-32GB,10.4037,63.4306,754.5172805786133,machine,N,1.0
